row_id,age_years,employment_length_years,annual_income_eur,loan_amount_eur,loan_duration_months,num_past_due,num_open_loans,credit_history_length_years,savings_balance_eur,checking_balance_eur,installment_rate_pct,debt_to_income_ratio,has_guarantor,housing_status,purpose,marital_status,education_level,num_dependents,has_phone,foreign_worker,commute_distance_km,digital_literacy_score,smartphone_usage_hours,online_purchase_count_last_month,late_night_activity_ratio,cash_withdrawal_ratio,returned_credit
499,41,0.7,46890,7606,60,2,3,20.1,0,1532,5.93,0.9,0,rent,home_improvement,single,secondary,0,1,0,12.5,54.1,1.7,3,0.4,0.56,1
500,43,12.1,31421,2432,48,1,1,18.0,2604,1053,21.15,0.43,0,own,car,married,secondary,0,1,0,20.4,36.4,4.1,3,0.35,0.33,1
501,57,3.8,51953,33150,36,0,1,35.2,3968,320,17.47,0.24,0,rent,home_improvement,married,secondary,0,1,0,22.6,68.3,2.6,3,0.15,0.58,1
502,51,3.0,60521,6889,48,0,3,27.2,0,-554,11.95,0.62,0,own,home_improvement,single,secondary,0,1,0,13.1,57.9,3.5,1,0.2,0.65,1
503,39,11.1,22043,3508,60,0,1,6.2,6156,3198,10.12,0.4,0,rent,home_improvement,widowed,secondary,0,0,0,28.0,43.3,1.4,2,0.63,0.3,1
504,44,8.3,31185,12030,36,0,2,22.9,26358,-1107,13.95,0.62,0,mortgage,business,married,primary,2,1,0,23.4,78.8,4.8,4,0.2,0.44,0
505,38,8.7,13894,14043,48,0,2,14.8,0,-1403,18.36,0.74,0,mortgage,medical,single,secondary,2,1,0,11.2,62.1,2.1,4,0.33,0.59,0
506,45,5.9,37242,4495,12,0,4,22.6,6120,1864,21.09,0.51,0,own,education,single,tertiary,2,1,0,14.9,48.0,3.9,1,0.47,0.37,1
507,53,3.6,25319,7678,24,0,5,29.6,0,3714,16.16,0.79,0,mortgage,home_improvement,married,secondary,2,1,0,12.6,67.9,6.6,8,0.29,0.66,1
508,21,22.1,31034,11676,24,0,2,0.7,5432,613,20.06,0.69,0,mortgage,car,single,primary,2,1,0,11.8,63.2,1.9,5,0.03,0.75,1
509,36,8.5,24889,15488,36,0,3,12.5,0,962,11.88,0.56,0,own,medical,married,secondary,2,1,0,8.6,63.5,1.9,4,0.17,0.77,0
510,44,1.7,32261,8484,36,2,3,27.3,0,730,11.85,0.87,0,rent,furniture,married,tertiary,0,1,0,5.2,85.9,6.5,2,0.44,0.59,1
511,34,4.5,70042,32533,48,0,0,10.5,0,595,6.8,1.05,0,rent,home_improvement,married,tertiary,2,1,0,4.3,85.4,3.6,3,0.2,0.59,0
512,50,27.7,19164,7510,36,0,2,26.0,52418,1323,11.81,0.76,0,mortgage,business,single,secondary,1,1,0,14.7,42.0,5.6,5,0.52,0.74,0
513,47,2.2,6967,4262,48,1,2,24.9,2887,381,7.84,0.39,0,mortgage,car,married,primary,0,0,0,3.9,56.6,1.3,4,0.54,0.4,1
514,46,8.9,19478,2027,36,0,1,22.2,5080,196,20.86,0.5,1,own,business,married,secondary,2,0,0,13.8,83.4,2.8,3,0.39,0.87,1
515,24,25.4,46679,9054,60,1,1,5.0,12683,238,4.86,0.68,0,mortgage,education,married,tertiary,0,1,0,3.0,42.4,1.1,3,0.07,0.3,1
516,46,10.3,13232,5086,24,2,5,20.3,2571,3199,14.63,0.53,0,mortgage,furniture,married,tertiary,0,1,0,9.5,37.1,2.0,0,0.04,0.56,1
517,29,0.3,10046,15192,12,0,0,2.0,0,-8,17.26,0.32,0,rent,education,single,primary,1,1,0,17.7,84.1,2.9,1,0.37,0.2,0
518,38,11.6,40862,7172,24,1,2,19.4,0,198,7.53,0.6,1,rent,vacation,married,secondary,4,1,0,13.3,52.8,5.1,4,0.69,0.71,1
519,60,4.4,29156,2686,48,2,1,42.7,15873,601,23.96,0.53,0,mortgage,home_improvement,single,tertiary,3,1,1,16.8,90.6,4.1,3,0.15,0.28,1
520,49,0.1,55797,3295,36,1,1,22.0,1649,1542,9.61,0.67,0,rent,business,married,primary,1,1,1,31.5,46.7,1.9,3,0.11,0.69,1
521,62,0.7,10858,9122,24,0,2,40.7,688,1993,10.53,1.02,0,mortgage,furniture,single,primary,1,1,0,21.9,63.2,5.0,4,0.06,0.53,0
522,30,3.1,49758,3052,48,1,5,2.7,0,903,13.12,0.48,0,rent,home_improvement,divorced,secondary,1,1,0,3.7,68.1,1.6,4,0.18,0.71,1
523,35,12.6,29983,7919,12,0,3,16.0,1981,-38,15.21,0.52,0,mortgage,home_improvement,married,primary,2,1,0,9.1,78.4,3.4,2,0.68,0.74,1
524,36,0.8,43942,5015,24,0,5,12.2,19559,233,18.48,0.76,1,own,car,single,tertiary,1,1,0,28.6,60.6,3.1,3,0.21,0.71,1
525,58,3.1,28149,8881,24,2,0,38.8,4422,1411,11.28,0.26,0,rent,home_improvement,married,secondary,1,1,0,46.0,74.1,7.9,2,0.53,0.91,1
526,36,5.0,13397,8213,12,1,3,7.8,0,318,22.77,0.41,0,rent,education,married,secondary,2,1,0,19.8,66.4,2.2,2,0.27,0.65,1
527,58,8.1,40840,44949,48,0,3,44.4,4110,1232,8.11,0.35,0,own,car,single,secondary,1,1,0,5.9,43.0,3.9,9,0.26,0.87,1
528,24,6.1,53255,18332,12,1,5,1.6,39492,2066,15.07,0.49,0,rent,medical,married,secondary,0,0,0,21.3,82.8,3.9,2,0.69,0.36,1
529,50,11.8,65728,7189,48,0,3,25.4,7809,992,13.17,0.45,0,mortgage,home_improvement,widowed,primary,2,1,0,7.1,50.6,2.0,3,0.61,0.72,1
530,68,3.7,19096,20536,24,0,5,42.4,724,1245,19.3,0.76,0,mortgage,furniture,divorced,secondary,0,1,0,9.6,44.1,2.6,3,0.34,0.5,0
531,37,3.3,23277,6483,60,0,5,10.7,1447,1346,21.61,0.35,0,rent,furniture,married,secondary,1,1,0,12.9,43.1,3.5,5,0.28,0.49,1
532,24,2.6,27375,13946,36,2,0,2.1,3902,1378,12.74,0.97,0,mortgage,education,married,primary,3,1,0,26.7,59.8,5.7,4,0.47,0.71,0
533,29,4.4,31222,13476,24,1,2,2.3,23061,-850,9.43,0.47,0,rent,business,single,tertiary,0,1,1,23.2,76.3,5.4,6,0.37,0.68,1
534,43,0.7,90150,90818,24,0,2,19.6,0,1393,12.96,0.84,0,own,car,married,tertiary,2,1,0,4.1,39.6,2.4,4,0.49,0.69,0
535,40,0.2,36578,5611,24,2,2,9.3,0,2537,9.11,0.33,0,free,medical,married,secondary,0,1,0,3.0,54.1,2.7,7,0.28,0.23,1
536,38,7.9,13381,19158,36,0,6,8.0,3757,429,21.31,0.68,0,rent,business,single,tertiary,0,1,0,4.6,84.9,3.9,6,0.19,0.49,0
537,23,3.7,51151,11973,36,0,4,1.0,83910,-109,8.93,0.3,0,rent,home_improvement,married,primary,0,1,0,3.7,93.2,4.9,7,0.34,0.6,1
538,38,3.9,38629,1681,12,0,3,12.3,0,1768,13.42,0.74,0,rent,car,married,secondary,1,1,0,15.2,50.7,5.4,3,0.21,0.41,1
539,40,8.3,16995,11075,24,0,5,17.4,530,644,12.7,0.93,0,rent,other,single,primary,3,1,1,4.4,74.0,2.5,3,0.61,0.62,0
540,34,11.3,18123,33298,24,3,6,9.1,8600,1365,4.56,0.46,0,rent,business,married,secondary,4,1,0,9.3,92.5,1.8,3,0.4,0.47,0
541,33,19.9,32631,9659,12,1,3,10.6,0,601,8.12,0.57,0,mortgage,home_improvement,single,primary,0,1,1,5.4,69.1,3.3,2,0.36,0.77,1
542,32,1.4,29653,7196,60,0,2,12.8,3896,2468,9.05,0.81,0,mortgage,other,married,tertiary,3,1,0,10.7,56.2,3.4,3,0.1,0.58,1
543,52,24.7,12325,16567,36,0,4,27.3,0,-884,17.86,0.6,0,mortgage,vacation,single,secondary,1,0,0,22.9,33.1,3.7,1,0.32,0.58,0
544,59,2.0,37425,24149,60,0,0,35.2,7617,356,10.41,0.84,0,mortgage,business,married,tertiary,0,1,0,13.4,71.7,4.7,3,0.25,0.63,1
545,39,15.9,40396,20360,24,2,2,11.5,0,947,15.82,0.64,0,mortgage,business,married,secondary,1,1,0,4.5,77.3,3.0,6,0.36,0.83,0
546,34,11.7,45517,21746,24,0,3,6.9,0,2734,12.51,0.45,0,own,furniture,married,secondary,0,1,0,10.9,53.0,4.7,4,0.37,0.52,1
547,44,18.1,32521,1524,60,0,1,19.8,1897,1539,10.76,0.96,0,rent,business,married,tertiary,3,1,0,23.8,40.8,4.2,3,0.31,0.5,1
548,30,5.2,73431,30610,36,2,1,9.9,1497,1135,10.12,0.63,0,rent,education,married,tertiary,1,1,0,18.4,83.2,4.8,3,0.29,0.75,1
549,42,0.3,14152,23682,60,1,3,16.4,1493,2540,8.74,0.89,0,mortgage,car,single,primary,1,1,0,6.1,84.5,2.0,5,0.28,0.5,0
550,34,7.2,65244,20852,48,0,6,11.0,14820,-474,5.49,0.59,0,own,furniture,single,secondary,1,1,0,8.0,35.5,4.1,4,0.53,0.67,0
551,54,7.8,23865,21695,60,0,2,31.9,6021,-857,19.02,0.18,0,own,car,married,secondary,4,1,0,13.3,35.9,3.6,4,0.42,0.25,0
552,35,0.4,17673,12734,36,1,4,4.0,8522,440,3.23,0.62,0,mortgage,car,single,secondary,2,1,0,25.7,68.5,2.9,3,0.76,0.45,0
553,29,18.6,37879,13510,12,0,4,0.0,1477,1548,14.4,0.49,0,mortgage,education,married,primary,2,1,0,9.7,61.1,3.4,3,0.2,0.86,1
554,20,17.2,67004,13305,36,0,2,0.0,0,-101,13.54,0.55,0,mortgage,education,single,secondary,2,1,0,10.9,78.6,2.5,6,0.68,0.77,1
555,38,3.8,67359,3161,48,0,1,9.7,942,-2627,7.57,0.91,1,mortgage,car,married,secondary,0,1,1,15.8,68.0,1.2,3,0.16,0.71,1
556,42,19.8,51372,6367,12,0,3,21.5,6937,858,11.05,0.71,0,rent,furniture,married,primary,1,1,0,8.9,46.2,1.2,6,0.34,0.72,1
557,41,14.1,28809,11890,12,0,4,19.4,1567,-969,10.54,0.79,0,mortgage,home_improvement,married,secondary,3,1,0,12.1,72.0,3.2,2,0.29,0.7,1
558,47,8.1,44546,8748,48,0,4,20.2,3729,2801,6.73,0.72,0,rent,home_improvement,single,secondary,1,1,0,6.9,74.3,2.4,6,0.08,0.64,1
559,36,0.5,30514,7878,48,0,3,16.2,3409,-2,20.68,0.55,0,own,car,married,tertiary,2,1,0,6.2,75.4,7.2,4,0.19,0.37,1
560,31,0.5,10878,5755,36,0,4,8.0,1874,1590,13.14,0.61,0,mortgage,furniture,single,secondary,0,1,1,27.3,67.3,5.7,6,0.31,0.6,1
561,22,11.1,34567,6953,36,0,2,0.0,954,2507,16.68,0.9,0,rent,car,single,tertiary,0,0,0,18.5,57.9,3.9,6,0.18,0.69,1
562,43,9.6,16807,3612,12,0,4,18.9,13515,773,11.0,0.72,0,mortgage,furniture,married,tertiary,2,1,0,30.4,72.4,4.2,6,0.12,0.6,1
563,37,0.3,10966,27216,24,0,4,12.1,1248,-545,12.24,0.95,0,rent,home_improvement,divorced,secondary,1,1,0,21.7,60.3,9.1,2,0.32,0.39,0
564,30,1.6,29720,4406,12,0,1,10.7,0,3089,22.52,0.51,0,own,car,single,tertiary,2,1,0,11.3,78.9,3.3,4,0.31,0.22,1
565,35,5.3,49669,12210,60,2,4,21.5,16668,2137,10.68,0.87,0,mortgage,furniture,single,tertiary,0,1,0,3.2,67.5,2.6,3,0.22,0.43,1
566,40,3.7,41512,5036,12,0,1,11.1,0,1671,6.19,0.58,0,mortgage,home_improvement,married,primary,1,1,1,2.2,46.5,2.6,2,0.11,0.69,1
567,49,2.1,31751,6125,48,0,3,23.2,3834,834,12.26,0.97,0,rent,education,single,secondary,0,1,0,10.3,56.4,4.5,3,0.15,0.56,0
568,60,4.2,40783,15429,48,0,1,34.1,0,538,6.15,0.74,0,rent,car,divorced,secondary,0,1,0,10.6,80.8,5.9,0,0.28,0.48,0
569,37,11.1,39689,16813,36,0,1,11.3,9854,-466,21.12,0.49,0,rent,education,married,secondary,0,1,0,11.9,37.9,3.4,1,0.22,0.83,1
570,27,2.7,45922,7519,36,1,0,10.4,2075,-7,13.32,0.28,0,mortgage,furniture,married,secondary,0,1,1,6.5,69.2,2.7,7,0.08,0.52,1
571,44,1.9,30682,7651,24,1,2,29.7,0,1613,9.54,0.31,0,own,vacation,married,secondary,2,1,0,10.6,51.7,3.2,8,0.13,0.45,1
572,40,3.5,22299,8770,24,0,3,23.5,1453,-650,13.22,0.85,0,mortgage,other,single,secondary,3,0,0,6.9,62.1,2.6,4,0.18,0.15,1
573,27,9.2,31496,10095,24,0,0,3.0,4451,-1402,17.63,0.41,0,own,car,single,primary,3,1,0,17.1,69.4,4.2,5,0.44,0.66,1
574,34,1.0,51849,11010,36,0,3,1.7,3432,2097,8.96,0.42,0,rent,education,married,secondary,1,1,0,7.3,56.9,2.1,3,0.12,0.58,1
575,41,0.2,35828,2748,24,0,6,20.8,4375,1853,10.84,0.19,0,own,car,married,secondary,0,1,1,8.0,84.0,2.8,4,0.15,0.5,1
576,27,4.0,14892,9175,12,0,1,0.0,0,3059,16.16,0.5,0,rent,car,married,tertiary,1,1,0,17.5,29.5,2.5,5,0.44,0.67,1
577,49,35.6,25674,14059,24,0,4,28.1,3421,991,27.09,0.59,0,mortgage,car,married,tertiary,0,1,0,7.0,74.3,2.4,5,0.26,0.24,1
578,41,6.1,13513,14977,24,0,1,16.9,19173,2510,13.42,0.53,0,rent,business,single,secondary,0,1,0,8.6,79.2,6.4,7,0.42,0.46,0
579,38,5.7,22514,11830,12,0,5,19.9,0,-33,25.49,0.26,0,own,education,single,secondary,2,1,0,21.4,58.8,2.0,3,0.33,0.79,1
580,28,0.5,9797,5521,48,0,2,6.5,5000,796,6.04,0.26,0,mortgage,car,married,secondary,1,1,0,36.4,49.2,3.4,4,0.1,0.27,1
581,23,0.4,40977,6397,36,3,1,1.7,2494,633,18.9,0.56,0,own,car,single,secondary,0,1,0,29.8,76.1,3.6,1,0.62,0.39,1
582,35,15.8,29254,13563,24,0,2,16.8,0,1240,11.29,0.69,0,own,furniture,single,secondary,2,1,0,13.7,60.3,2.0,5,0.34,0.75,1
583,40,1.6,19933,6692,36,0,3,10.9,689,2569,9.89,0.53,0,rent,furniture,single,tertiary,3,1,0,5.6,44.3,3.1,3,0.33,0.65,1
584,36,3.9,41177,18878,24,4,1,8.2,5408,380,21.89,0.46,0,mortgage,furniture,divorced,secondary,0,1,0,14.6,62.1,4.6,5,0.26,0.72,1
585,49,9.2,21655,48163,36,0,1,25.3,936,728,3.23,0.54,0,rent,car,married,secondary,0,1,0,23.9,82.2,2.7,3,0.21,0.33,0
586,40,2.8,54241,24553,36,0,4,15.7,0,559,14.11,0.42,0,rent,education,single,secondary,2,1,0,5.1,81.7,2.7,4,0.27,0.51,1
587,44,6.2,39156,4914,48,0,2,19.9,1614,64,14.23,0.59,1,mortgage,education,married,primary,3,1,1,33.4,75.4,9.9,2,0.42,0.63,1
588,32,10.7,23873,4911,24,1,3,9.0,983,1904,3.39,0.78,1,mortgage,vacation,single,primary,0,1,0,21.4,53.7,3.8,0,0.17,0.6,1
589,31,5.4,20453,13479,12,0,2,16.0,5861,265,17.12,0.61,0,mortgage,home_improvement,married,secondary,1,1,0,10.2,65.5,5.4,4,0.45,0.76,1
590,39,1.2,63815,6295,12,1,5,10.3,0,2066,3.78,0.39,0,rent,business,single,secondary,0,1,0,15.1,34.7,2.2,4,0.4,0.42,1
591,54,7.9,21779,8252,48,0,4,33.5,7629,1898,7.86,0.42,0,mortgage,business,divorced,primary,0,1,1,28.9,49.3,3.7,7,0.15,0.84,1
592,55,17.4,37128,3135,36,0,1,25.4,9154,788,14.17,0.52,0,mortgage,car,married,tertiary,1,1,1,2.0,68.1,6.2,1,0.24,0.52,1
593,44,8.5,54508,9227,36,0,2,27.6,6285,-848,12.08,0.81,0,rent,car,single,secondary,0,1,0,8.3,31.0,1.6,6,0.54,0.3,1
594,39,10.6,29642,27408,12,3,3,13.5,0,2749,10.77,0.69,0,mortgage,education,single,primary,4,1,0,17.6,92.7,2.3,7,0.12,0.25,1
595,25,4.4,54435,10143,48,1,2,0.0,0,1583,6.05,0.45,0,own,car,divorced,tertiary,0,1,0,5.4,61.4,4.3,4,0.17,0.46,1
596,36,12.6,40771,14416,48,0,2,14.4,8971,1130,4.49,0.54,0,own,furniture,single,tertiary,2,1,1,19.1,69.6,9.2,3,0.57,0.73,1
597,50,4.1,11730,5425,24,0,2,23.5,3150,404,20.08,0.73,0,rent,furniture,divorced,secondary,0,1,0,10.6,35.2,3.1,4,0.44,0.43,1
598,38,4.3,21472,27391,36,1,1,14.6,13624,380,22.37,0.51,0,own,business,married,secondary,3,1,0,28.0,72.3,2.2,6,0.36,0.59,0
599,35,6.3,29491,3080,36,0,1,12.9,1270,2576,18.89,0.55,0,own,education,single,secondary,2,1,0,7.2,59.9,2.0,3,0.25,0.57,1
600,29,1.9,27584,8314,24,1,2,0.2,2445,772,5.81,0.7,0,own,car,single,secondary,0,1,0,22.2,65.8,12.0,3,0.28,0.68,1
601,38,10.1,58073,13834,24,0,4,13.7,0,3349,3.33,0.52,0,rent,education,married,tertiary,0,1,0,17.9,72.3,2.7,2,0.26,0.84,1
602,26,3.6,52500,3220,12,2,4,6.8,2676,1186,17.03,0.78,0,rent,business,divorced,tertiary,3,1,0,12.0,59.1,5.2,7,0.46,0.4,1
603,37,15.6,23485,6637,48,0,0,17.0,3235,2173,4.38,0.61,0,rent,car,single,secondary,1,0,0,10.1,93.6,4.2,4,0.4,0.42,1
604,38,1.7,40169,2072,36,3,5,13.3,8165,1861,11.21,0.44,0,mortgage,car,married,secondary,3,1,0,32.7,47.0,2.1,1,0.23,0.47,1
605,38,4.0,31787,8165,24,0,2,5.9,0,1135,17.67,0.4,0,mortgage,car,single,secondary,0,1,0,14.3,58.9,4.2,4,0.58,0.71,1
606,44,0.9,18988,6062,24,0,1,20.3,6648,1169,19.53,0.62,0,free,education,single,secondary,0,1,0,7.1,42.6,2.8,5,0.15,0.65,1
607,47,5.8,22102,12040,36,0,1,24.6,0,146,10.58,0.66,0,mortgage,vacation,single,tertiary,0,1,1,17.7,47.9,5.1,5,0.56,0.75,0
608,38,15.5,15827,15738,36,0,1,14.8,6043,952,12.09,0.57,0,mortgage,furniture,married,tertiary,0,1,0,12.4,78.6,3.6,5,0.14,0.54,0
609,43,6.4,93939,6971,24,1,5,27.6,2034,-75,12.7,0.89,0,own,business,single,secondary,0,1,0,11.6,67.7,3.8,4,0.4,0.84,1
610,48,13.6,36453,21718,60,2,2,19.0,1669,1071,5.27,0.67,0,own,home_improvement,divorced,secondary,2,1,0,9.5,52.2,2.0,7,0.42,0.64,0
611,30,1.6,58831,10084,48,0,5,0.1,30680,1055,15.43,0.81,0,rent,car,single,primary,2,1,0,4.7,43.7,1.7,5,0.48,0.67,1
612,27,2.1,58919,17156,36,0,0,0.0,0,-1148,12.72,0.78,0,own,home_improvement,single,secondary,0,1,0,5.6,57.1,4.4,6,0.21,0.69,1
613,47,14.4,47933,12266,36,0,5,17.6,3816,1351,18.34,0.54,1,own,education,married,tertiary,2,1,0,19.1,52.4,3.0,6,0.36,0.46,1
614,21,1.8,38022,10451,24,0,0,6.5,21480,-393,15.88,0.59,0,rent,furniture,single,secondary,2,1,0,12.5,63.7,1.6,1,0.61,0.54,1
615,38,11.8,36423,36682,36,0,2,16.4,5678,887,19.32,0.52,0,rent,medical,single,secondary,2,1,0,27.5,86.0,2.0,2,0.31,0.5,0
616,31,4.7,16172,9825,60,0,3,4.2,0,1352,15.81,0.71,0,rent,business,married,tertiary,0,1,0,12.5,56.7,4.4,4,0.32,0.37,1
617,25,1.6,48838,7316,24,0,4,2.4,6522,134,11.86,0.4,0,mortgage,car,married,tertiary,0,1,0,11.4,75.9,5.5,2,0.07,0.26,1
618,36,12.2,24125,8704,12,0,1,18.2,5266,-238,10.85,0.59,0,own,business,divorced,tertiary,0,1,0,6.4,81.2,3.9,6,0.38,0.41,1
619,54,2.3,38704,5708,36,0,4,27.7,2291,976,16.28,0.61,0,rent,education,married,secondary,3,0,1,17.3,82.1,12.0,5,0.65,0.28,1
620,39,1.4,33487,9916,36,1,2,16.9,13932,877,19.01,0.61,0,own,other,divorced,secondary,2,1,0,10.2,67.8,11.9,5,0.18,0.89,1
621,64,1.9,37939,13264,48,1,2,42.7,0,1996,11.53,0.87,0,mortgage,business,single,primary,1,1,0,8.5,84.1,2.1,8,0.32,0.78,0
622,45,1.1,26607,12957,12,0,0,24.3,2943,-787,26.51,0.57,0,own,home_improvement,divorced,primary,0,1,0,2.9,34.5,4.1,2,0.54,0.4,1
623,31,28.1,24382,8473,24,0,2,6.8,2134,507,16.48,0.64,1,rent,business,single,secondary,1,0,0,16.1,46.4,2.1,5,0.17,0.76,0
624,38,16.6,13611,7695,24,0,3,13.2,25180,739,11.89,0.62,0,mortgage,car,divorced,primary,3,1,0,4.8,78.4,2.5,2,0.16,0.65,1
625,27,2.9,57874,6353,24,1,5,0.0,0,101,27.03,0.38,0,mortgage,medical,married,secondary,0,1,0,14.7,25.7,10.6,4,0.38,0.72,1
626,40,12.9,48725,23030,48,3,4,11.7,9473,1519,17.1,0.94,0,rent,business,married,secondary,4,1,0,15.5,51.1,2.5,0,0.25,0.41,0
627,37,6.3,32325,5568,12,2,3,19.0,0,-715,13.35,0.86,0,rent,car,single,primary,2,1,0,15.4,50.4,4.1,3,0.39,0.57,1
628,60,2.4,14891,18971,12,0,1,30.7,6621,815,13.41,0.99,0,mortgage,home_improvement,divorced,primary,1,1,0,6.9,63.6,2.0,3,0.54,0.39,0
629,56,7.1,26468,8340,12,3,0,30.7,0,179,18.46,0.73,0,mortgage,home_improvement,married,primary,1,1,1,15.0,83.6,2.0,2,0.43,0.51,1
630,57,12.5,20216,21144,12,0,2,28.2,20079,366,6.73,0.29,0,own,business,married,tertiary,0,1,0,12.0,81.0,4.3,2,0.11,0.55,1
631,61,4.8,24290,20210,36,0,2,35.8,0,1738,7.87,0.65,0,mortgage,education,single,secondary,0,1,0,9.7,50.3,2.1,1,0.26,0.75,0
632,23,18.1,24250,14157,12,1,3,6.0,0,1668,9.53,0.42,0,mortgage,car,married,primary,2,0,0,5.3,82.4,1.4,6,0.11,0.86,1
633,51,5.4,11274,14362,36,1,1,33.0,5951,1040,25.04,0.69,0,mortgage,furniture,married,secondary,0,1,0,5.6,74.4,3.0,6,0.51,0.59,0
634,51,2.2,24236,17816,48,0,4,30.9,0,1026,17.59,0.17,0,own,business,married,secondary,3,1,0,4.2,87.8,1.7,7,0.46,0.25,1
635,20,0.2,23118,12354,48,0,3,0.0,0,2244,10.72,0.35,0,rent,other,single,primary,2,1,0,8.0,88.7,1.0,5,0.54,0.53,1
636,43,2.1,27065,17429,12,0,4,25.6,2030,1227,14.73,0.97,0,rent,car,single,primary,1,1,0,14.3,36.7,6.9,3,0.38,0.44,1
637,50,5.0,54590,7155,48,0,2,28.2,6496,-363,18.09,0.37,0,mortgage,vacation,married,tertiary,0,1,0,10.6,34.6,5.3,5,0.32,0.52,1
638,57,0.9,71049,30256,36,2,0,32.3,3178,183,8.91,0.44,1,own,vacation,married,secondary,0,1,0,15.0,65.5,2.3,4,0.54,0.55,1
639,33,9.5,61013,23534,24,0,3,6.2,790,123,12.28,0.36,0,own,vacation,married,tertiary,0,1,0,11.8,75.8,3.1,3,0.15,0.24,1
640,40,7.9,45404,3744,36,0,3,16.8,20342,970,18.91,0.62,0,own,business,single,secondary,2,1,1,18.3,69.8,2.9,3,0.4,0.6,1
641,38,2.1,12029,7520,12,0,2,11.5,0,-344,4.92,0.26,0,free,car,single,tertiary,3,1,1,14.7,76.5,1.2,2,0.27,0.6,1
642,27,9.4,36869,18150,24,0,2,10.7,8497,1718,11.11,0.35,0,mortgage,car,married,secondary,1,1,0,40.0,32.1,5.8,7,0.19,0.87,1
643,36,6.7,77305,16747,12,1,1,11.9,2673,1646,12.9,0.53,0,free,business,divorced,tertiary,3,1,0,42.8,50.5,1.3,2,0.51,0.55,1
644,58,17.6,24982,7291,36,0,3,28.2,1607,1804,11.39,0.33,0,free,medical,single,primary,0,1,0,8.0,68.6,3.3,4,0.16,0.24,1
645,37,8.9,37921,23767,24,0,2,7.5,1545,1296,10.49,0.61,0,own,vacation,married,secondary,1,0,0,16.0,62.0,1.9,0,0.43,0.77,0
646,39,4.4,21695,6271,24,0,6,9.5,12403,620,7.97,0.22,0,rent,home_improvement,married,tertiary,0,1,0,17.7,69.7,4.8,4,0.43,0.57,1
647,39,3.2,32493,4516,60,0,2,18.5,0,694,12.98,0.66,0,rent,car,single,secondary,1,1,0,3.5,29.4,1.7,2,0.57,0.83,1
648,29,7.4,17647,14252,60,0,7,7.6,0,2010,13.19,0.68,0,own,home_improvement,married,secondary,4,1,0,8.8,80.6,2.5,5,0.46,0.51,0
649,39,15.9,22568,11197,60,0,2,10.3,5997,692,20.46,0.7,1,mortgage,business,divorced,primary,0,1,0,16.9,71.5,2.1,1,0.14,0.32,1
650,33,1.0,21214,4406,60,0,1,8.2,5275,3170,14.4,0.53,0,mortgage,furniture,divorced,secondary,0,1,0,11.5,47.9,2.2,2,0.29,0.57,1
651,37,0.1,30067,7252,12,1,3,16.2,2273,1635,6.66,0.44,0,own,education,single,tertiary,3,1,0,23.1,71.5,4.0,8,0.23,0.32,1
652,28,1.8,26151,11085,12,2,1,1.2,3459,1912,22.84,0.31,0,mortgage,furniture,single,secondary,2,1,0,21.2,55.7,2.8,4,0.14,0.48,1
653,55,6.4,25531,915,48,0,4,31.6,3519,-1635,15.48,0.94,0,rent,home_improvement,single,tertiary,2,1,0,24.4,56.0,2.5,5,0.28,0.4,1
654,33,0.2,38921,22986,60,0,1,16.9,622,935,10.28,0.57,0,mortgage,other,single,secondary,0,0,0,2.3,58.6,1.5,2,0.57,0.45,1
655,27,11.5,14750,9886,36,0,2,7.9,1095,3192,28.23,0.31,0,mortgage,business,widowed,primary,3,1,0,37.7,52.3,2.1,5,0.17,0.82,1
656,26,2.8,32329,7911,36,0,3,0.0,1957,-411,8.27,0.47,0,own,home_improvement,married,tertiary,0,1,0,13.7,37.5,4.3,2,0.48,0.51,1
657,53,11.1,62993,10038,48,0,3,30.8,50371,748,22.02,0.55,0,own,car,married,tertiary,0,1,1,9.9,58.5,3.5,2,0.16,0.39,1
658,27,0.6,37183,11797,12,3,3,0.0,12283,1342,10.68,0.4,0,mortgage,car,married,primary,0,0,0,29.0,70.5,8.2,2,0.04,0.7,1
659,37,7.7,41416,25671,48,0,3,16.9,13660,209,7.91,0.62,0,mortgage,business,married,tertiary,0,1,0,5.0,97.1,4.6,2,0.19,0.5,0
660,29,16.8,84585,5810,48,0,4,1.1,0,1625,9.04,0.71,0,rent,education,married,secondary,2,1,0,7.9,70.5,1.6,2,0.58,0.79,1
661,31,10.1,8665,3535,24,0,4,11.9,1692,-564,13.0,0.24,0,rent,education,single,secondary,2,1,0,14.1,83.8,2.3,4,0.08,0.27,1
662,44,1.9,21999,32924,36,0,3,13.5,0,1869,7.07,0.17,0,own,business,married,secondary,3,0,0,12.5,50.2,3.7,2,0.25,0.86,0
663,28,9.7,35428,6250,36,0,3,0.0,2238,1139,6.83,0.34,0,mortgage,car,divorced,secondary,1,1,0,18.1,96.9,1.7,4,0.1,0.52,1
664,66,0.2,54380,12696,12,0,1,45.9,43056,476,18.28,0.49,0,mortgage,home_improvement,married,tertiary,1,1,0,6.4,75.2,4.3,8,0.16,0.44,1
665,31,1.9,23529,22322,36,1,5,2.3,7163,421,3.39,0.5,0,mortgage,car,married,secondary,1,1,0,21.2,62.1,4.9,6,0.07,0.78,1
